,casual,registered,count
0,-0.8581942797141019,-1.2383027638297606,-1.2170194593850758
1,-0.31559068890095826,-0.6209407072298703,-0.5940541063325189
2,-0.5868924843075302,-0.7392384997814265,-0.7476547496406392
3,-0.8581942797141019,-1.411938851196481,-1.3544094425497424
4,-1.7857812449370152,-2.6393532819289063,-2.731387453704596
5,-1.7857812449370152,-2.6393532819289063,-2.731387453704596
6,-1.0506859669189867,-3.1384175459772403,-2.444469510228883
7,-1.3219877623255585,-2.3474194020106296,-2.2408979896415264
8,-1.3219877623255585,-1.6412247538322386,-1.6670621026901011
9,-0.31559068890095826,-1.7373670278780942,-1.3055882433745976
10,-0.06954142086660096,-0.8208348742810174,-0.6666949283987693
11,0.4195045891170701,-0.6659552103830432,-0.3609058207811725
12,0.49000263319366455,-0.24017423573309227,-0.07813819253078991
13,0.80448796352684,-0.3511623458172938,0.000568038534331253
14,0.611996276321955,-0.059228465899017146,0.08474161139110774
15,0.699016457556797,-0.06929852569827476,0.11071247914001256
16,0.7151404319199807,-0.279817139793259,-0.006920144754532296
17,0.0693926855088114,-0.279817139793259,-0.23604053125893715
18,-0.2450926448243638,-0.7654231140774082,-0.6860831745639628
19,-0.48374832870950457,-0.6430962257355708,-0.6478237642568854
20,-0.12309900169607342,-0.792596057339598,-0.6666949283987693
21,-0.8581942797141019,-0.6430962257355708,-0.7060176397585257
22,-0.12309900169607342,-1.057356993995685,-0.8390884230389664
23,0.0693926855088114,-0.8208348742810174,-0.6115272587241717
24,-0.7088861274358207,-1.2383027638297606,-1.1765726386270323
25,-1.3219877623255585,-1.0985109112837277,-1.1765726386270323
26,-1.3219877623255585,-1.5564212580440189,-1.59250618685031
27,-1.0506859669189867,-1.9796262101291286,-1.8448989066128112
28,-1.0506859669189867,-2.6393532819289063,-2.2408979896415264
29,-1.7857812449370152,-2.3474194020106296,-2.444469510228883
30,-1.7857812449370152,-2.6393532819289063,-2.731387453704596
31,-1.7857812449370152,-1.5564212580440189,-1.6670621026901011
32,-1.3219877623255585,-0.9814976820324611,-1.0674914990740294
33,-0.39440079710264536,-0.36632074862366015,-0.3991652310882501
34,0.10995738125139942,-0.2531475153483693,-0.2054907489984097
35,0.25134694930852397,-0.03950127191717811,-0.006920144754532296
36,-0.12309900169607342,-0.13286898553982068,-0.15733430019381597
37,-0.7088861274358207,-0.24017423573309227,-0.32460931524845915
38,0.21870083778709265,-0.24017423573309227,-0.1667069765203119
39,-0.2450926448243638,-0.10038238318705976,-0.14808414602456704
40,-0.39440079710264536,-0.202600621888426,-0.2571652855775701
41,-0.1813194066730344,-0.4138103230998133,-0.3991652310882501
42,-1.3219877623255585,-0.6895638021141841,-0.7918958246227716
43,-0.5868924843075302,-1.057356993995685,-1.0031174382851717
44,-0.12309900169607342,-0.9463688839114835,-0.7694295974523189
45,-1.7857812449370152,-1.4805619460807948,-1.59250618685031
46,-1.7857812449370152,-1.5564212580440189,-1.6670621026901011
47,-1.7857812449370152,-1.8483551379622958,-1.953980046165814
48,-1.7857812449370152,-2.3474194020106296,-2.444469510228883
49,-1.7857812449370152,-2.6393532819289063,-2.731387453704596
50,-1.7857812449370152,-2.1402890178805722,-2.2408979896415264
51,-1.7857812449370152,-0.6659552103830432,-0.7918958246227716
52,-1.3219877623255585,-0.14403196168723711,-0.26796895676466026
53,-1.3219877623255585,0.48817593095099915,0.3469854422315143
54,-0.39440079710264536,0.03440946635649375,-0.04559789779765616
55,-0.12309900169607342,-0.5994466472353938,-0.5281808358358157
56,-0.1813194066730344,-0.4473046198631496,-0.42587129549280717
57,-0.019954846098047974,-0.3363165097789484,-0.30140636055970227
58,-0.31559068890095826,-0.26635885002907417,-0.30140636055970227
59,-0.12309900169607342,-0.11104920848987872,-0.13895335201709466
60,0.02620915058220782,-0.202600621888426,-0.18583318723818157
61,-0.2450926448243638,-0.10038238318705976,-0.14808414602456704
